School Code,School Name,Address,Postal Code,EPSB Ward,City Ward,School Website,School EMail,School Phone,Grades,Program,District Centre,Childcare,POINT_X,POINT_Y,New Georeferenced Column,Public_or_cath
1933,Michael Phair School,9407 - 211 Street NW,T5T5X8,EPSB WARD C,WARD 01,http://michaelphair.epsb.ca,michaelphair@epsb.ca,(587) 489-4720,Gr 7-9,COG,,No,-113.6822079,53.53107121,POINT (-113.682207903 53.5310712082),Public
7538,Riverbend School,14820 - 53 Avenue NW,T6H4C2,EPSB WARD F,WARD 09,http://riverbend.epsb.ca,riverbend@epsb.ca,(780) 434-7914,Gr 7-9,,CHA,No,-113.577502,53.49103683,POINT (-113.577501997 53.4910368268),Public
7532,Steele Heights School,14607 - 59 Street NW,T5A1Y3,EPSB WARD B,WARD 04,http://eastglen.epsb.ca,eastglen@epsb.ca,(780) 479-1991,Gr 7-9,,BLA/CHA/STR,No,-113.4314967,53.60870251,POINT (-113.431496665 53.6087025076),Public
7704,Braemar School,9359 - 67A Street NW,T6B1R7,EPSB WARD G,WARD 08,http://braemar.epsb.ca,braemar@epsb.ca,(780) 468-3000,Gr 8-12,TER,,Yes,-113.4307705,53.53146816,POINT (-113.430770478 53.531468157),Public
1950,Donald R. Getty School,8102 Chappelle Way SW,T6W1A6,EPSB WARD H,WARD 09,http://donaldrgetty.epsb.ca,donaldrgetty@epsb.ca,(587) 489-4708,K to Gr 9,,OPP,Yes,-113.5851708,53.40246126,POINT (-113.585170769 53.4024612625),Public
1459,Elizabeth Finch School,13815 160 Ave NW,T6V0C9,EPSB WARD A,WARD 02,http://elizabethfinch.epsb.ca/,elizabethfinch@epsb.ca,(780) 457-2022,K to Gr 9,,,Yes,-113.5597029,53.62071347,POINT (-113.559702863 53.6207134706),Public
7141,Lauderdale School,10610 - 129 Avenue NW,T5E4V6,EPSB WARD A,WARD 02,http://lauderdale.epsb.ca,lauderdale@epsb.ca,(780) 475-8737,K to Gr 6,FDK,PKP/OPP/STR,No,-113.5036493,53.58776386,POINT (-113.503649279 53.5877638642),Public
7280,Velma E. Baker School,2845 - 43A Avenue NW,T6T1J9,EPSB WARD G,WARD 12,http://velmaebaker.epsb.ca/,vebaker@epsb.ca,(780) 440-4088,K to Gr 6,,,No,-113.3855474,53.48095762,POINT (-113.38554735300002 53.480957623),Public
7225,Caernarvon School,14820 - 118 Street NW,T5X1T4,EPSB WARD A,WARD 02,http://caernarvon.epsb.ca,caernarvon@epsb.ca,(780) 456-7020,K to Gr 6,BCH,,No,-113.5268227,53.61021106,POINT (-113.52682265 53.6102110641),Public
7184,Glengarry School,9211 - 135 Avenue NW,T5E1N7,EPSB WARD A,WARD 07,http://glengarry.epsb.ca,glengarry@epsb.ca,(780) 476-5373,K to Gr 6,BAR,,No,-113.4840734,53.59623325,POINT (-113.484073399 53.596233245),Public
7502,Balwin School,7055 - 132 Avenue NW,T5C2A7,EPSB WARD B,WARD 07,http://balwin.epsb.ca,balwin@epsb.ca,(780) 475-3646,K to Gr 9,FDK,PKP/INT/LIT/OPP,No,-113.4497862,53.59194519,POINT (-113.44978618 53.591945194),Public
7561,Edith Rogers School,8308 Millwoods Road NW,T6K1Y7,EPSB WARD G,WARD 11,http://edithrogers.epsb.ca,http://edithrogers.epsb.ca/,(780) 462-3310,Gr 7-9,COG,BLA/LIT/OPP,No,-113.4560681,53.47419232,POINT (-113.456068083 53.474192323),Public
7149,Mee-Yah-Noh School,9228 - 128A Avenue NW,T5E0J8,EPSB WARD A,WARD 07,http://meeyahnoh.epsb.ca,meeyahnoh@epsb.ca,(780) 475-1929,K to Gr 6,FDK,CLS/INT,Yes,-113.4842676,53.58723073,POINT (-113.48426759000002 53.587230733400006),Public
1934,Dr. Margaret-Ann Armour School,3815 Allan Drive SW,T6W0S7,EPSB WARD H,WARD 09,http://margaretannarmour.epsb.ca/,margaretannarmour@epsb.ca,(587) 489-4704,K to Gr 9,,INT,Yes,-113.6036697,53.42747156,POINT (-113.603669692 53.4274715624),Public
7535,Rosslyn School,13215 - 113A Street NW,T5E5B9,EPSB WARD A,WARD 02,http://rosslyn.epsb.ca,rosslyn@epsb.ca,(780) 453-1576,Gr 7-9,BCH/PAP,BLA/BAO/INT,No,-113.5159124,53.5924951,POINT (-113.515912358 53.5924950967),Public
7514,Holyrood School,7920 - 94 Avenue NW,T6C1W5,EPSB WARD G,WARD 08,http://holyrood.epsb.ca,holyrood@epsb.ca,(780) 466-2292,K to Gr 6,FIM,,No,-113.4485114,53.53116793,POINT (-113.448511422 53.5311679277),Public
7156,Norwood School,9520 - 111 Avenue NW,T5G0A6,EPSB WARD D,WARD 07,http://norwood.epsb.ca,norwood@epsb.ca,(780) 477-1002,K to Gr 6,FDK,PKP,No,-113.4877062,53.56033912,POINT (-113.487706163 53.5603391193),Public
1929,Shauna May Seneca School,2130 Wonnacott Way SW,T6X2C1,EPSB WARD I,WARD 12,http://shaunamayseneca.epsb.ca,shaunamayseneca@epsb.ca,(587) 489-4722,K to Gr 8,,,Yes,-113.4274983,53.41143015,POINT (-113.427498267 53.4114301502),Public
7052,Queen Elizabeth School,9425 - 132 Avenue NW,T5E0Y4,EPSB WARD A,WARD 07,http://queene.epsb.ca,queene@epsb.ca,(780) 476-8671,Gr 10-12,APL/BAR,ISP,No,-113.4882823,53.59102533,POINT (-113.488282294 53.59102533280001),Public
7262,Kirkness School,610 Kirkness Road NW,T5Y2K4,EPSB WARD B,WARD 04,http://kirkness.epsb.ca,kirkness@epsb.ca,(780) 473-5924,K to Gr 6,,,No,-113.3871824,53.61111202,POINT (-113.387182354 53.6111120178),Public
7198,York School,13915 - 61 Street NW,T5A1P3,EPSB WARD B,WARD 04,http://york.epsb.ca/,york@epsb.ca,(780) 476-6336,K to Gr 6,,PKP/CHA,Yes,-113.4351504,53.60138139,POINT (-113.435150402 53.6013813933),Public
7132,Hazeldean School,6715 - 97 Street NW,T6E3J9,EPSB WARD G,WARD 11,http://hazeldean.epsb.ca,hazeldean@epsb.ca,(780) 433-7583,K to Gr 6,,PKP,No,-113.4788134,53.50425484,POINT (-113.478813399 53.5042548389),Public
7178,Greenfield School,3735 - 114 Street NW,T6J2G6,EPSB WARD F,WARD 10,http://greenfield.epsb.ca,greenfield@epsb.ca,(780) 434-8581,K to Gr 6,FIM,,No,-113.5268494,53.4722638,POINT (-113.526849415 53.4722638011),Public
349,Argyll Home School Centre,6859 - 100 Avenue NW,T6A0G3,EPSB WARD D,WARD 08,http://argyll.epsb.ca,argyll@epsb.ca,(780) 465-1299,K to Gr 12,CAR,,No,-113.4344945,53.53972226,POINT (-113.434494524 53.5397222576),Public
7563,Dan Knott School,1434 - 80 Street NW,T6K2C6,EPSB WARD I,WARD 11,http://danknott.epsb.ca,danknott@epsb.ca,(780) 462-7954,Gr 7-9,PAP,LIT/STR/INT,No,-113.4548436,53.44555094,POINT (-113.45484364300002 53.4455509369),Public
7071,Jasper Place School,8950 - 163 Street NW,T5R2P2,EPSB WARD E,WARD 01,http://jasperplace.epsb.ca/,jasper@epsb.ca,(780) 408-9000,Gr 10-12,APL/IB,INT,No,-113.6036053,53.52532558,POINT (-113.60360534900002 53.5253255777),Public
7177,Virginia Park School,7324 - 109 Avenue NW,T5B0A1,EPSB WARD D,WARD 07,http://virginiapark.epsb.ca/,virginia@epsb.ca,(780) 477-8152,K to Gr 6,ART,,No,-113.4481825,53.56040623,POINT (-113.448182511 53.5604062257),Public
7275,Julia Kiniski School,4304 - 41 Avenue NW,T6L5Y6,EPSB WARD G,WARD 12,http://juliakiniski.epsb.ca,jkiniski@epsb.ca,(780) 462-4622,K to Gr 6,,BLA,No,-113.4061314,53.47756714,POINT (-113.406131401 53.4775671412),Public
7200,McLeod School,14807 - 59 Street NW,T5A1Y3,EPSB WARD B,WARD 04,http://mcleod.epsb.ca,mcleod@epsb.ca,(780) 478-2927,K to Gr 6,,,No,-113.4312441,53.61085408,POINT (-113.431244064 53.6108540816),Public
7542,Westglen School,10950 - 127 Street NW,T5M0S7,EPSB WARD C,WARD 06,http://westglen.epsb.ca,westglen@epsb.ca,(780) 454-3449,K to Gr 6,IBM,,Yes,-113.5416418,53.55472224,POINT (-113.541641814 53.5547222385),Public
7706,Institutional Services Schools,18621 - 127 Street NW,T6V1B1,EPSB WARD A,WARD 03,https://epsb.ca/programs/specializedprograms/youngoffenders/,kennedale@epsb.ca,(780) 408-8209,Gr 4-12,,,No,-113.5386185,53.64881013,POINT (-113.538618493 53.648810127),Public
7273,Fraser School,14904 - 21 Street NW,T5Y2L6,EPSB WARD B,WARD 04,http://fraser.epsb.ca,fraser@epsb.ca,(780) 472-0131,K to Gr 6,,INT,Yes,-113.3727316,53.61180674,POINT (-113.372731587 53.611806736700004),Public
7524,Mount Pleasant School,10541 - 60A Avenue NW,T6H1K4,EPSB WARD F,WARD 10,http://mountpleasant.epsb.ca,mpleasant@epsb.ca,(780) 434-6766,K to Gr 6,COG,,Yes,-113.5039365,53.49589576,POINT (-113.503936467 53.4958957632),Public
7911,Talmud Torah School,6320 - 172 Street NW,T5T6H1,EPSB WARD E,WARD 05,http://talmudtorahsociety.com,talmudt@epsb.ca,(780) 487-9290,K to Gr 9,BHE,,No,-113.6218021,53.49976785,POINT (-113.621802102 53.4997678517),Public
7137,Kensington School,13410 - 119 Street NW,T5E5N1,EPSB WARD A,WARD 02,http://kensington.epsb.ca,kensington@epsb.ca,(780) 455-1836,K to Gr 6,LOG,LIT/INT,No,-113.5274616,53.59527573,POINT (-113.527461554 53.5952757261),Public
7208,Lynnwood School,15451 - 84 Avenue NW,T5R3Y1,EPSB WARD E,WARD 05,http://lynnwood.epsb.ca,lynnwood@epsb.ca,(780) 489-4500,K to Gr 6,,CLB/CHA/CLS,Yes,-113.5878804,53.51690398,POINT (-113.587880372 53.5169039786),Public
7572,Mary Butterworth School,16315 - 109 Street NW,T5X2R2,EPSB WARD A,WARD 03,http://marybutterworth.epsb.ca/,mbutterworth@epsb.ca,(780) 476-1480,Gr 7-9,PAP,BLA/OPP,No,-113.5072594,53.62410515,POINT (-113.50725943800002 53.6241051474),Public
7730,Alberta School for the Deaf,6240 - 113 Street NW,T6H3L2,EPSB WARD F,WARD 10,http://asd.epsb.ca,abschdeaf@epsb.ca,(780) 439-3323,Gr 1-12,,DHH,No,-113.5242917,53.49972726,POINT (-113.524291742 53.4997272558),Public
7059,Harry Ainlay School,4350 - 111 Street NW,T6J1E8,EPSB WARD F,WARD 10,http://ainlay.ca,hainlay@epsb.ca,(780) 413-2700,Gr 10-12,FIM/IB,INT,No,-113.5186218,53.47924245,POINT (-113.51862182900001 53.4792424495),Public
7176,Patricia Heights School,16216 - 78 Avenue NW,T5R3E6,EPSB WARD E,WARD 05,http://patheights.epsb.ca,patriciah@epsb.ca,(780) 487-0550,K to Gr 6,,,No,-113.6027108,53.51100874,POINT (-113.60271079000002 53.5110087424),Public
7263,Crawford Plains School,4210 - 12 Avenue NW,T6L5V6,EPSB WARD I,WARD 12,http://crawford.epsb.ca,crawford@epsb.ca,(780) 463-7211,K to Gr 6,FIM,INT,No,-113.4055905,53.44103157,POINT (-113.405590535 53.441031572),Public
7248,Ormsby School,6323 - 184 Street NW,T5T3K1,EPSB WARD E,WARD 05,http://ormsby.epsb.ca,ormsby@epsb.ca,(780) 481-4646,K to Gr 6,,OPP/STR,Yes,-113.6392716,53.49810094,POINT (-113.639271591 53.4981009372),Public
7057,W P Wagner School,6310 Wagner Road NW,T6E4N5,EPSB WARD G,WARD 11,http://wpwagner.epsb.ca,wpwagner@epsb.ca,(780) 469-1315,Gr 10-12,APL/SPA,INT,No,-113.4498514,53.49994691,POINT (-113.449851412 53.4999469056),Public
7517,King Edward School,8530 - 101 Street NW,T6E3Z5,EPSB WARD F,WARD 08,http://kingedward.epsb.ca,kingedward@epsb.ca,(780) 439-2491,K to Gr 6,,INT,Yes,-113.4919323,53.52142449,POINT (-113.49193233 53.5214244871),Public
1022,Learning Store West Edmonton,9532 163 St NW,T5P 3M,EPSB WARD E,WARD 01,http://outreach.epsb.ca,lswested@epsb.ca,(780) 443-8072,Gr 10-12,,,No,-113.6038136,53.53251505,POINT (-113.603813614 53.5325150531),Public
7054,Strathcona School,10450 - 72 Avenue NW,T6E0Z6,EPSB WARD F,WARD 08,http://strathconaschool.ca,strathcona@epsb.ca,(780) 439-3957,Gr 10-12,APL/BGE/ISA,CLB,No,-113.4995793,53.50872624,POINT (-113.499579271 53.508726235900006),Public
7259,Menisa School,933 Knottwood Road South NW,T6K3Y9,EPSB WARD I,WARD 11,http://menisa.epsb.ca,menisa@epsb.ca,(780) 463-8474,K to Gr 6,,INT,No,-113.4488828,53.44265027,POINT (-113.448882815 53.442650268),Public
1926,Dr. Lila Fahlman School,680 Allard Boulevard SW,T6W3A2,EPSB WARD H,WARD 09,http://lilafahlman.epsb.ca,lilafahlman@epsb.ca,(587) 489-4710,K to Gr 9,,,Yes,-113.5352535,53.39928113,POINT (-113.535253534 53.3992811305),Public
7215,Evansdale School,9303 - 150 Avenue NW,T5E2N7,EPSB WARD A,WARD 03,http://evansdale.epsb.ca,evansdale@epsb.ca,(780) 476-3331,K to Gr 6,FDK/BAR,PKP/BLA/BAO,Yes,-113.4841696,53.6104181,POINT (-113.48416958900002 53.6104180991),Public
7228,Belmont School,3310 - 132A Avenue NW,T5A3T1,EPSB WARD B,WARD 04,http://belmont.epsb.ca,belmont@epsb.ca,(780) 476-9590,K to Gr 6,LOG,CLS,No,-113.3927347,53.59338666,POINT (-113.392734672 53.5933866602),Public
1578,Michael Strembitsky School,4110 Savaryn Drive SW,T6X0Z5,EPSB WARD I,WARD 12,http://michaelstrembitsky.epsb.ca/,michaelstrembitsky@epsb.ca,(780) 392-3500,Gr 2-9,,,No,-113.4608466,53.41343039,POINT (-113.460846565 53.4134303852),Public
1003,Jackson Heights Elementary,311 Jackson Road NW,T6L6S7,EPSB WARD G,WARD 12,http://jacksonheights.epsb.ca/,jacksonheights@epsb.ca,(780) 465-9797,K to Gr 6,,INT,No,-113.4088346,53.48335814,POINT (-113.408834621 53.4833581364),Public
7218,Duggan School,10616 - 36A Avenue NW,T6J0C9,EPSB WARD F,WARD 10,http://duggan.epsb.ca,duggan@epsb.ca,(780) 434-0319,K to Gr 6,,PKP/INT/STR,Yes,-113.5051699,53.47161727,POINT (-113.50516993 53.4716172741),Public
7509,Garneau School,10925 - 87 Avenue NW,T6G0X4,EPSB WARD F,WARD 08,http://garneau.epsb.ca,garneau@epsb.ca,(780) 433-1390,K to Gr 6,SCA,,Yes,-113.5135704,53.52267002,POINT (-113.513570404 53.5226700159),Public
7772,Tevie Miller Heritage School Program,6240 - 113 Street NW,T6H3L2,EPSB WARD F,WARD 10,http://teviemillerheritage.epsb.ca,heritage@epsb.ca,(780) 436-0465,K to Gr 6,FDK,PKP,No,-113.5243323,53.49895709,POINT (-113.524332263 53.498957085),Public
7168,Riverdale School,8901 - 101 Avenue NW,T5H0B1,EPSB WARD D,WARD 06,http://riverdale.epsb.ca,riverdale@epsb.ca,(780) 425-7600,K to Gr 6,,,Yes,-113.4684273,53.54353438,POINT (-113.46842726000001 53.5435343756),Public
7170,Rutherford School,8620 - 91 Street NW,T6C3N2,EPSB WARD D,WARD 08,http://rutherford.epsb.ca,rutherford@epsb.ca,(780) 466-2891,K to Gr 6,,,Yes,-113.4691357,53.52229201,POINT (-113.469135694 53.5222920111),Public
7107,Belgravia School,11605 - 74 Avenue NW,T6G0G1,EPSB WARD F,WARD 08,http://belgravia.epsb.ca,belgravia@epsb.ca,(780) 435-5560,K to Gr 6,,,No,-113.5314946,53.50994551,POINT (-113.53149460500002 53.5099455076),Public
7534,Londonderry School,7104 - 144 Avenue NW,T5C2R4,EPSB WARD B,WARD 03,http://londonderry.epsb.ca,londonderry@epsb.ca,(780) 473-4560,Gr 7-9,BCH/PAP,OPP,No,-113.4498697,53.60606758,POINT (-113.449869707 53.6060675751),Public
17,Centre High,100 10310 102 Avenue NW,T5J5A2,EPSB WARD D,WARD 06,http://centrehigh.epsb.ca,centrehigh@epsb.ca,(780) 425-6753,Gr 10-12,,,No,-113.4986002,53.54332823,POINT (-113.49860020900002 53.5433282282),Public
7151,Montrose School,11931 - 62 Street NW,T5W4C7,EPSB WARD D,WARD 07,http://montrose.epsb.ca,montrose@epsb.ca,(780) 471-2358,K to Gr 6,FDK,BLA,No,-113.4361854,53.57272566,POINT (-113.436185441 53.5727256563),Public
7501,Avonmore School,7835 - 76 Avenue NW,T6C2N1,EPSB WARD G,WARD 11,http://avonmore.epsb.ca,avonmore@epsb.ca,(780) 466-2976,K to Gr 9,NMC,CLB/CLS,Yes,-113.4483273,53.51195239,POINT (-113.448327283 53.5119523899),Public
7126,Glenora School,13520 - 102 Avenue NW,T5N0N7,EPSB WARD C,WARD 06,http://glenora.epsb.ca,glenora@epsb.ca,(780) 452-4740,K to Gr 6,IBM,,No,-113.5554838,53.5439353,POINT (-113.555483812 53.5439353019),Public
7211,Rio Terrace Elementary School,7608 - 154 Street NW,T5R1R7,EPSB WARD E,WARD 05,http://rioterrace.epsb.ca,rioterrace@epsb.ca,(780) 481-6866,K to Gr 6,BGE/FIM,FIS,Yes,-113.5862098,53.50869533,POINT (-113.586209764 53.5086953268),Public
7210,Meadowlark School,9150 - 160 Street NW,T5R2J2,EPSB WARD E,WARD 01,http://meadowlark.epsb.ca,meadowlark@epsb.ca,(780) 489-5200,K to Gr 6,BCH,,Yes,-113.5951283,53.52629223,POINT (-113.595128276 53.5262922326),Public
7559,Dickinsfield School,14320 - 88A Street NW,T5E6B6,EPSB WARD A,WARD 07,http://dickinsfield.epsb.ca,dickinsfield@epsb.ca,(780) 476-4646,Gr 7-9,FIM,BLA/LIT/STR,No,-113.4775357,53.60521975,POINT (-113.477535668 53.6052197544),Public
7521,John A. McDougall School,10930 - 107 Street NW,T5H2Z4,EPSB WARD C,WARD 06,http://johnamcdougall.epsb.ca,mcdougall@epsb.ca,(780) 426-0205,K to Gr 6,FDK,PKP,Yes,-113.5054844,53.55552748,POINT (-113.50548438900002 53.5555274783),Public
7240,Homesteader School,4455 - 128 Avenue NW,T5A3M9,EPSB WARD B,WARD 04,http://homesteader.epsb.ca,homesteader@epsb.ca,(780) 478-1139,K to Gr 6,FDK,PKP/OPP,No,-113.4115319,53.58738221,POINT (-113.41153191 53.5873822127),Public
325,Transitions at the Y,10211 - 105 Street NW,T5J1E3,EPSB WARD D,WARD 06,http://outreach.epsb.ca,transitions.at.y@epsb.ca,(780) 429-5737,Gr 9-12,,,No,-113.4985389,53.57084932,POINT (-113.498538918 53.5708493247),Public
7569,Winterburn School,9527  Winterburn Road NW,T5T5X9,EPSB WARD C,WARD 01,http://winterburn.epsb.ca,winterburn@epsb.ca,(780) 447-3566,K to Gr 6,,,No,-113.6883972,53.53489321,POINT (-113.688397173 53.5348932145),Public
7239,Kameyosek School,250 Lakewood Road East NW,T6K3L4,EPSB WARD I,WARD 11,http://kameyosek.epsb.ca,kameyosek@epsb.ca,(780) 462-8724,K to Gr 6,COG,,No,-113.4414856,53.46077634,POINT (-113.441485567 53.4607763441),Public
1930,David Thomas King School,22707 - 97 Avenue NW,T5T5X7,EPSB WARD C,WARD 01,http://davidthomasking.epsb.ca,davidthomasking@epsb.ca,(587) 489-4706,K to Gr 9,,,Yes,-113.7068335,53.53645947,POINT (-113.706833505 53.5364594681),Public
7146,Brookside School,5504 - 143 Street NW,T6H4E5,EPSB WARD F,WARD 09,http://brookside.epsb.ca,brookside@epsb.ca,(780) 434-0464,K to Gr 6,,PKP/INT,Yes,-113.5680439,53.49219267,POINT (-113.568043944 53.4921926737),Public
7191,Northmount School,14020 - 88A Street NW,T5E3J4,EPSB WARD A,WARD 07,http://northmount.epsb.ca,northmount@epsb.ca,(780) 475-5162,K to Gr 6,COG,,Yes,-113.4767256,53.60359803,POINT (-113.476725556 53.6035980296),Public
7171,Scott Robertson School,13515 - 107 Street NW,T5E4W3,EPSB WARD A,WARD 02,http://scottrobertson.epsb.ca,srobertson@epsb.ca,(780) 475-3565,K to Gr 6,FDK,PKP/ISP,No,-113.504545,53.59688239,POINT (-113.504545006 53.596882392),Public
7905,Edmonton Christian High School,14304-109 Avenue NW,T5N1H6,EPSB WARD C,WARD 06,http://edmchristian.net,ecssh@epsb.ca,(780) 408-7945,Gr 10-12,APL,,No,-113.5682882,53.55465915,POINT (-113.568288161 53.5546591481),Public
7702,L Y Cairns School,10510 - 45 Avenue NW,T6H0A1,EPSB WARD F,WARD 10,http://lycairns.epsb.ca/,lycairns@epsb.ca,(780) 434-9561,Gr 7-12,,OPP,No,-113.5007944,53.48371587,POINT (-113.50079444600001 53.4837158683),Public
7164,Queen Alexandra School,7730 - 106 Street NW,T6E4W3,EPSB WARD F,WARD 08,http://queenalexandra.epsb.ca,queenalex@epsb.ca,(780) 439-2516,K to Gr 6,LOG,,Yes,-113.5045827,53.5138132,POINT (-113.504582698 53.5138131992),Public
7523,McKernan School,11330 - 76 Avenue NW,T6G0K1,EPSB WARD F,WARD 08,http://mckernan.epsb.ca,mckernan@epsb.ca,(780) 435-4163,K to Gr 9,FIM/ISA/LFI/PAP,EXT,No,-113.5250443,53.51292101,POINT (-113.525044296 53.5129210122),Public
7226,Brander Gardens School,14865 - 56 Avenue NW,T6H5G2,EPSB WARD F,WARD 09,http://brandergardens.epsb.ca,brander@epsb.ca,(780) 436-6740,K to Gr 6,FIM,,Yes,-113.5769208,53.49342987,POINT (-113.576920765 53.4934298721),Public
7707,Aspen Program,11031 - 154 Street NW,T5P2K2,EPSB WARD C,WARD 01,,woodside@epsb.ca,(780) 457-2485,Gr 2-12,,BLA,No,-113.5867475,53.55690029,POINT (-113.586747528 53.5569002932),Public
7128,Grandview Heights School,6225 - 127 Street NW,T6H3W8,EPSB WARD F,WARD 10,http://grandview.epsb.ca,grandview@epsb.ca,(780) 434-1502,Gr 1-9,ACA,,No,-113.5466221,53.49970547,POINT (-113.546622058 53.4997054681),Public
7518,Laurier Heights School,8210 - 142 Street NW,T5R0L9,EPSB WARD E,WARD 05,http://laurierheights.ca,laurier@epsb.ca,(780) 483-5352,K to Gr 9,FIM,EXT,Yes,-113.5662293,53.51692863,POINT (-113.566229312 53.5169286277),Public
7233,Ekota School,1395 - Knottwood Road East NW,T6K2P5,EPSB WARD I,WARD 11,http://ekota.epsb.ca,ekota@epsb.ca,(780) 462-5112,K to Gr 6,,PKP/STR,Yes,-113.4408658,53.44911259,POINT (-113.440865808 53.4491125932),Public
7050,Vimy Ridge,8205 - 90 Avenue NW,T6C1N8,EPSB WARD G,WARD 08,http://vimyridge.epsb.ca,vimyridge@epsb.ca,(780) 465-5461,Gr 7-12,DAN/SPA/VRP,ISP,No,-113.4527037,53.52409527,POINT (-113.452703708 53.5240952736),Public
7513,Highlands School,11509 - 62 Street NW,T5W4C2,EPSB WARD D,WARD 07,http://highlands.epsb.ca/,highlands@epsb.ca,(780) 479-4206,Gr 7-9,ART/PAP,BLA/STR,No,-113.4353628,53.56951029,POINT (-113.435362821 53.569510288),Public
7545,Westlawn School,9520 - 165 Street NW,T5P3S4,EPSB WARD E,WARD 01,http://westlawn.epsb.ca,westlawn@epsb.ca,(780) 484-3456,Gr 7-9,,BLA/ISP/STR,No,-113.6079318,53.53232676,POINT (-113.60793183600002 53.5323267551),Public
7150,Mill Creek School,9735 - 80 Avenue NW,T6E1S8,EPSB WARD G,WARD 11,http://millcreek.epsb.ca,millcreek@epsb.ca,(780) 433-5746,K to Gr 6,ISA,,Yes,-113.4812837,53.5154334,POINT (-113.481283697 53.5154333966),Public
7503,Crestwood School,9735 - 144 Street NW,T5N2T3,EPSB WARD E,WARD 01,http://crestwood.epsb.ca,crestwood@epsb.ca,(780) 452-4525,K to Gr 9,ACA,CHA,No,-113.5706892,53.53510275,POINT (-113.57068924300002 53.5351027489),Public
7258,Pollard Meadows School,1715 - 48 Street NW,T6L3J6,EPSB WARD I,WARD 12,http://pollardmeadows.epsb.ca,pollard@epsb.ca,(780) 463-8680,K to Gr 6,COG,,No,-113.4133786,53.44867626,POINT (-113.41337855 53.4486762578),Public
7257,Meyokumin School,5703 - 19A Avenue NW,T6L4J8,EPSB WARD I,WARD 11,http://meyokumin.epsb.ca,meyokumin@epsb.ca,(780) 463-8409,K to Gr 6,COG,,No,-113.4278516,53.45025023,POINT (-113.427851578 53.4502502348),Public
7260,Centennial School,17420 - 57 Avenue NW,T6M1K4,EPSB WARD E,WARD 05,http://centennial.epsb.ca,centennial@epsb.ca,(780) 481-5590,K to Gr 6,,,No,-113.6248434,53.49364826,POINT (-113.624843448 53.4936482601),Public
7246,Dunluce School,11735 - 162 Avenue NW,T5X4M6,EPSB WARD A,WARD 03,http://dunluce.epsb.ca,dunluce@epsb.ca,(780) 456-9080,K to Gr 6,FIM,,No,-113.5275473,53.62220282,POINT (-113.527547308 53.6222028196),Public
7537,Spruce Avenue School,11424 - 102 Street NW,T5G2E7,EPSB WARD C,WARD 02,http://spruceavenue.epsb.ca/,spruceave@epsb.ca,(780) 479-0155,Gr 7-9,,BLA/LIT,No,-113.4961571,53.56500978,POINT (-113.496157078 53.5650097768),Public
7571,S Bruce Smith School,5545 - 184 Street NW,T6M2L9,EPSB WARD E,WARD 05,http://sbrucesmith.epsb.ca/,sbsmith@epsb.ca,(780) 444-4946,Gr 7-9,PAP,OPP/STR,No,-113.6395147,53.49115346,POINT (-113.639514682 53.4911534581),Public
7109,Belvedere School,13359 - 62 Street NW,T5A0V5,EPSB WARD B,WARD 04,http://belvedere.epsb.ca/,belvedere@epsb.ca,(780) 476-2022,K to Gr 6,FDK,,No,-113.4360151,53.59494746,POINT (-113.43601512300002 53.5949474619),Public
7189,Waverley School,6825 - 89 Avenue NW,T6B0N3,EPSB WARD G,WARD 08,http://waverley.epsb.ca,waverley@epsb.ca,(780) 469-6682,K to Gr 6,,PKP,Yes,-113.4335325,53.52392963,POINT (-113.433532533 53.5239296305),Public
7546,Kenilworth School,7005 - 89 Avenue NW,T6B0N3,EPSB WARD G,WARD 08,http://kenilworth.epsb.ca,kenilworth@epsb.ca,(780) 466-2104,Gr 7-9,FIM,BLA/LIT,No,-113.4356424,53.52388909,POINT (-113.43564237800001 53.523889094400005),Public
7234,Aldergrove School,8525 - 182 Street NW,T5T1X1,EPSB WARD C,WARD 01,http://aldergrove.epsb.ca/,aldergrove@epsb.ca,(780) 487-5182,K to Gr 6,,BLA,No,-113.6361956,53.51842255,POINT (-113.636195606 53.5184225509),Public
1344,Lillian Osborne High School,15312 23 Avenue NW,T6R0R8,EPSB WARD H,WARD 09,http://lillianosborne.epsb.ca,lillianosborne@epsb.ca,(780) 391-2450,Gr 10-12,BCH/IB,INT,No,-113.5798425,53.4573404,POINT (-113.579842466 53.457340398),Public
7209,Mayfield School,10950 - 159 Street NW,T5P3C1,EPSB WARD C,WARD 01,http://mayfield.epsb.ca,mayfield@epsb.ca,(780) 489-5100,K to Gr 6,FDK,PKP/INT,Yes,-113.5952894,53.55570448,POINT (-113.595289395 53.5557044765),Public
7512,Hardisty School,10534 - 62 Street NW,T6A2M3,EPSB WARD D,WARD 08,http://hardisty.epsb.ca,hardisty@epsb.ca,(780) 469-0426,K to Gr 9,LOG,EXT/INT/ISP,Yes,-113.4287328,53.54832658,POINT (-113.428732814 53.5483265832),Public
1928,Svend Hansen School,2130 - 16 Avenue NW,T6T2C1,EPSB WARD I,WARD 12,http://svendhansen.epsb.ca,svendhansen@epsb.ca,(587) 489-4724,K to Gr 9,,,Yes,-113.3739774,53.44557997,POINT (-113.37397735800002 53.4455799716),Public
